"","date_flown","aircraft_type","country","type_of_travellers","departing_dest","layover","arriving_dest","seat_types","seat_comfort","cabin_staff_service","ground_service","food_beverages","wifi_connectivity","inflight_entertainment","value_for_money","recommended"
"1497","Jul-17","Airbus A321","United Kingdom","Solo Leisure","London",NA,"Madrid","Economy Class",2,3,3,1,1,1,4,"no"
"1498","Jul-17","Airbus A319","United Kingdom","Business","London",NA,"Brussels ","Economy Class",2,2,2,NA,NA,NA,2,"no"
"1499","Jul-17","Boeing 747-400","United Kingdom","Business","London Heathrow",NA,"Accra","Business Class",1,3,1,1,NA,1,1,"no"
"1500","May-17",NA,"United Kingdom","Business","Krakow",NA,"London","Economy Class",3,1,2,1,NA,NA,2,"no"
"1501","Jul-17","Boeing 777-200","United Kingdom","Family Leisure","Gatwick",NA,"Bridgetown","Economy Class",4,4,4,4,NA,4,4,"yes"
"1502","Jul-17","Boeing 777","United States","Business","Dubai",NA,"London","Business Class",4,2,1,2,NA,1,2,"no"
"1503","Jun-17","Airbus A321","United Kingdom","Couple Leisure","London",NA,"Sofia","Economy Class",1,1,3,1,NA,NA,1,"no"
"1504","Jul-17","Boeing 777-200","United Kingdom","Family Leisure","Mauritius",NA,"Gatwick","Business Class",3,3,3,3,NA,3,3,"yes"
"1505","Jul-17","Boeing 747","United Kingdom","Business","New York JFK",NA,"London Heathrow","Business Class",1,1,2,1,NA,1,1,"no"
"1506","Jul-17","Airbus A320","United States","Business","Athens",NA,"London Heathrow","Economy Class",3,2,3,1,NA,1,3,"yes"
"1507","Jul-17",NA,"United Kingdom","Couple Leisure","Venice",NA,"Gatwick","Economy Class",3,1,1,NA,NA,NA,1,"no"
"1508","Feb-17",NA,"United Kingdom","Couple Leisure","New York JFK","Heathrow","Manchester","Economy Class",1,2,1,2,NA,3,2,"no"
"1509","Apr-17","Boeing 747-400","United States","Solo Leisure","London",NA,"Boston","Economy Class",4,5,4,5,NA,4,5,"yes"
"1510","Jul-17",NA,"United Kingdom","Couple Leisure","Naples",NA,"Gatwick","Business Class",4,3,3,4,NA,NA,2,"no"
"1511","Jun-17","Boeing 777","United Kingdom","Business","Toronto",NA,"London Heathrow","Business Class",1,4,3,1,NA,2,1,"no"
"1512","Jun-17",NA,"United Kingdom","Solo Leisure","London",NA,"Montreal","Economy Class",2,2,3,1,NA,1,2,"no"
"1513","Jul-17","Airbus A320","United Kingdom","Couple Leisure","Newcastle","London","Geneva","Business Class",4,5,3,4,NA,NA,4,"yes"
"1514","Jun-17","Airbus A320","Iceland","Couple Leisure","London",NA,"Keflavik","Economy Class",4,5,5,5,NA,NA,4,"yes"
"1515","Jul-17","Boeing 777","United Kingdom","Solo Leisure","London",NA,"Tokyo","Economy Class",4,5,5,5,NA,4,5,"yes"
"1516","Jun-17","Boeing 777","United Kingdom","Couple Leisure","Gatwick",NA,"Mauritius","Economy Class",1,3,3,1,NA,4,3,"no"
"1517","Jul-17","Boeing 777","Spain","Couple Leisure","Boston","London","Barcelona","Premium Economy",1,1,2,NA,NA,2,2,"no"
"1518","Jul-17","Boeing 777-200","United Kingdom","Family Leisure","Gatwick",NA,"Mauritius ","Business Class",3,3,4,3,NA,2,3,"yes"
"1519","Jun-17","Boeing 767","United Kingdom","Family Leisure","London Heathrow",NA,"Larnaca","Economy Class",2,1,4,1,1,1,3,"no"
"1520","Jun-17",NA,"United Kingdom","Business","London",NA,"Hong Kong","Premium Economy",2,2,3,2,NA,2,2,"no"
"1521","Jul-17",NA,"United Kingdom","Solo Leisure","Belfast","Heathrow","Munich","Economy Class",3,4,1,NA,NA,NA,1,"no"
"1522","Jul-17","Airbus A320","United Kingdom","Couple Leisure","London Heathrow",NA,"Tallinn","Economy Class",4,5,3,4,NA,NA,4,"yes"
"1523","Jul-17",NA,"Spain","Couple Leisure","London",NA,"Barcelona","Economy Class",3,2,1,1,1,1,1,"no"
"1524","Jun-17",NA,"United Kingdom","Solo Leisure","Dubrovnik",NA,"Gatwick","Economy Class",1,1,1,1,NA,NA,1,"no"
"1525","Jul-17","Boeing 767","United Kingdom","Couple Leisure","Stockholm",NA,"London Heathrow","Economy Class",2,3,1,NA,NA,NA,2,"no"
"1526","Jun-17",NA,"United Kingdom","Solo Leisure","London",NA,"Dubrovnik","Economy Class",1,1,1,1,NA,NA,1,"no"
"1527","Jul-17","Boeing 747-400","United Kingdom","Business","Accra",NA,"London Heathrow","Business Class",1,1,2,1,NA,1,1,"no"
"1528","Jun-17","Airbus A321","United Kingdom","Couple Leisure","London Heathrow",NA,"Stockholm","Economy Class",2,3,3,NA,NA,NA,3,"no"
"1529","May-17",NA,"United Kingdom","Couple Leisure","Malta",NA,"Gatwick","Economy Class",3,1,4,1,NA,NA,2,"yes"
"1530","Jun-17",NA,"Australia","Couple Leisure","London",NA,"Zagreb","Economy Class",NA,NA,1,NA,NA,NA,1,"no"
"1531","Jun-17",NA,"United Kingdom","Couple Leisure","Manchester",NA,"Philadelphia","Economy Class",2,1,2,1,NA,2,1,"no"
"1532","Jun-17","Boeing 787-9","United Kingdom","Couple Leisure","Kuala Lumpur",NA,"London","First Class",5,5,5,5,NA,5,5,"yes"
"1533","Jun-17",NA,"United Kingdom","Business","Frankfurt",NA,"London Heathrow","Economy Class",2,2,1,NA,NA,NA,1,"no"
"1534","Jun-17","Boeing 747","Ghana","Business","Heathrow",NA,"Accra","Business Class",1,2,1,1,NA,1,1,"no"
"1535","Jun-17",NA,"United Kingdom","Couple Leisure","London Heathrow",NA,"Seattle","Business Class",NA,NA,1,NA,NA,NA,3,"no"
"1536","Jun-17","Airbus A320","United Kingdom","Solo Leisure","Mykonos",NA,"London","Economy Class",3,1,3,1,NA,NA,1,"no"
"1537","Jun-17",NA,"United Kingdom","Couple Leisure","Zurich",NA,"London Heathrow","Economy Class",1,1,4,1,NA,NA,1,"no"
"1538","Jun-17","Boeing 767","United Kingdom","Couple Leisure","Rome",NA,"Heathrow","Economy Class",2,2,1,1,NA,NA,1,"no"
"1539","Nov-16","Boeing 787","United Kingdom","Couple Leisure","Chennai",NA,"London","Business Class",2,2,2,3,NA,4,2,"no"
"1540","Jun-17","Airbus A321","Australia","Couple Leisure","London Gatwick",NA,"Genoa","Business Class",1,4,4,1,NA,NA,2,"no"
"1541","Jun-17","Boeing 777","Ghana","Business","Beijing",NA,"London Heathrow","Business Class",1,2,2,1,NA,1,2,"no"
"1542","Jun-17",NA,"United Kingdom","Couple Leisure","Corfu",NA,"London","Economy Class",4,1,3,1,NA,NA,1,"no"
"1543","May-17",NA,"United Kingdom","Couple Leisure","Heathrow",NA,"Santorini","Economy Class",1,1,1,NA,NA,NA,1,"no"
"1544","Jun-17","Airbus A319","South Africa","Couple Leisure","Leeds","London","Durban","Premium Economy",4,4,4,4,NA,4,4,"yes"
"1545","Jun-17",NA,"United Kingdom","Solo Leisure","London Heathrow",NA,"Dublin","Economy Class",5,5,1,3,NA,NA,2,"yes"
"1546","Jun-17",NA,"Laos","Business","Bangkok","London","Luxembourg","Premium Economy",1,3,1,3,NA,1,3,"no"
"1547","Jun-17","Airbus A319","United States","Business","London Heathrow",NA,"Paris Orly","Economy Class",2,2,1,NA,NA,NA,1,"no"
"1548","Jun-17",NA,"United States","Solo Leisure","New York JFK","Heathrow","Copenhagen","Premium Economy",1,2,1,1,NA,2,1,"no"
"1549","May-17",NA,"United Kingdom","Business","London",NA,"Hamburg","Economy Class",1,1,1,1,NA,1,1,"no"
"1550","Jun-17","Airbus A380-800","United Kingdom","Solo Leisure","Singapore",NA,"London Heathrow","Premium Economy",3,2,4,2,NA,4,1,"no"
"1551","Jun-17",NA,"United Kingdom","Business","Singapore",NA,"London","Business Class",1,1,1,1,NA,2,1,"no"
"1552","May-17","Boeing 777-200","Canada","Solo Leisure","Toronto",NA,"London","Premium Economy",3,3,5,3,NA,2,3,"no"
"1553","Jun-17","Airbus A320","France","Business","Dublin","London","Marseille","Economy Class",1,1,1,1,1,1,1,"no"
"1554","Jun-17","Airbus A380","South Africa","Business","Johannesburg",NA,"London","Premium Economy",4,1,4,1,NA,5,2,"no"
"1555","Jun-17","Airbus A319","United Kingdom","Couple Leisure","Valencia",NA,"London Gatwick","Business Class",4,5,1,3,NA,NA,4,"no"
"1556","Jun-17","Airbus A320","United Kingdom","Business","London",NA,"Edinburgh","Business Class",2,2,3,1,NA,NA,2,"no"
"1557","Jun-17","Airbus A319","United Kingdom","Couple Leisure","London Gatwick",NA,"Valencia","Business Class",4,5,4,4,NA,NA,4,"yes"
"1558","Jun-17",NA,"Italy","Solo Leisure","Brussels","London","Rome","Economy Class",2,1,3,NA,NA,NA,4,"yes"
"1559","Jun-17","Boeing 777-200","United Kingdom","Couple Leisure","Antigua",NA,"Gatwick","Premium Economy",1,1,1,1,NA,1,1,"yes"
"1560","Jun-17","Boeing 767","United Kingdom","Solo Leisure","London Heathrow",NA,"Madrid","Business Class",2,1,4,1,NA,NA,2,"no"
"1561","Jun-17","Airbus A319","United Kingdom","Family Leisure","Gatwick",NA,"Alicante","Business Class",3,5,5,4,NA,NA,5,"yes"
"1562","Jun-17","Boeing 777-200","United Kingdom","Couple Leisure","Gatwick",NA,"Antigua","Economy Class",1,2,2,1,NA,1,2,"no"
"1563","Jun-17","Embraer 190","United Kingdom","Business","London City",NA,"Milan","Business Class",2,4,2,1,NA,1,1,"no"
"1564","Jun-17","Boeing 747","Switzerland","Couple Leisure","Boston","Heathrow","Geneva","Premium Economy",2,4,1,2,NA,3,2,"no"
"1565","Jan-17","Airbus A320","United Kingdom","Couple Leisure","Gatwick",NA,"Bordeaux","Economy Class",1,2,1,1,NA,NA,1,"yes"
"1566","Jun-17","Boeing 747-400","United Kingdom","Business","London",NA,"Boston","Premium Economy",1,3,1,1,1,1,1,"no"
"1567","May-17","Airbus A320","Turkey","Family Leisure","Istanbul",NA,"London","Economy Class",1,2,3,2,NA,NA,3,"no"
"1568","Jun-17",NA,"United Kingdom","Business","London",NA,"Mumbai","Business Class",NA,NA,1,NA,NA,NA,1,"no"
"1569","Jun-17",NA,"United Kingdom","Business","Dusseldorf",NA,"London City","Business Class",1,1,2,NA,NA,NA,1,"no"
"1570","Apr-17","Airbus A380","Australia","Couple Leisure","London Heathrow","Singapore","Sydney","Premium Economy",2,2,2,2,NA,3,1,"no"
"1571","Jun-17","Boeing 777-300","United Kingdom","Solo Leisure","London Heathrow",NA,"Hong Kong","Premium Economy",4,4,5,4,NA,4,2,"yes"
"1572","May-17","Boeing 747","United Kingdom","Family Leisure","London",NA,"Dubai","First Class",3,5,1,2,NA,2,1,"no"
"1573","Jun-17","Airbus A380","Canada","Business","London",NA,"Vancouver","Business Class",2,1,4,1,NA,3,1,"no"
"1574","Jun-17","Boeing 787-9","United Kingdom","Couple Leisure","Tokyo",NA,"London Heathrow","Premium Economy",3,1,3,1,NA,4,2,"no"
"1575","Jun-17","Boeing 747","United Kingdom","Family Leisure","Heathrow",NA,"Miami","Economy Class",1,2,3,1,NA,1,2,"no"
"1576","Jun-17","Airbus A319","United Kingdom","Couple Leisure","London Heathrow",NA,"Brussels","Economy Class",4,4,5,NA,NA,NA,4,"yes"
"1577","Jun-17",NA,"United Kingdom","Business","London Heathrow",NA,"Lisbon","Economy Class",2,3,1,1,NA,NA,1,"no"
"1578","May-17","Boeing 777","United Kingdom","Couple Leisure","Lima",NA,"London Gatwick","Business Class",3,1,3,2,NA,2,1,"no"
"1579","Jun-17","Airbus A380-800","United Kingdom","Couple Leisure","London",NA,"Johannesburg","Economy Class",1,1,1,2,NA,5,1,"no"
"1580","May-17","Boeing 747-400","United States","Solo Leisure","Washington","London","Sofia","Premium Economy",5,5,5,5,NA,NA,5,"yes"
"1581","Jun-17",NA,"United Kingdom","Couple Leisure","Edinburgh","Heathrow","Rome","Economy Class",2,1,1,NA,NA,NA,1,"no"
"1582","May-17","Boeing 767","United Kingdom","Couple Leisure","Rome",NA,"London Heathrow","Business Class",1,1,1,1,NA,NA,1,"no"
"1583","Apr-17",NA,"United States","Business","Tampa","London Gatwick","Tirana","Economy Class",2,3,3,1,1,1,2,"no"
"1584","May-17","Boeing 747-400","United Kingdom","Business","Chicago",NA,"London Heathrow","Business Class",1,1,1,1,1,4,1,"no"
"1585","May-17","Airbus A321","United Kingdom","Couple Leisure","Gatwick",NA,"Funchal","Economy Class",1,2,3,NA,NA,NA,1,"no"
"1586","May-17","Boeing 787-9","United Kingdom","Couple Leisure","London Heathrow",NA,"Tokyo Narita","First Class",4,2,5,1,NA,3,1,"no"
"1587","May-17","Airbus A320","United Kingdom","Couple Leisure","Luxembourg",NA,"London","Business Class",2,3,3,1,1,1,2,"no"
"1588","May-17",NA,"United Kingdom","Business","Geneva","Heathrow","Dallas","Premium Economy",2,3,1,NA,NA,NA,1,"no"
"1589","May-17","Airbus A319","United Kingdom","Family Leisure","Heathrow",NA,"Bergen","Economy Class",3,2,2,1,1,1,1,"no"
"1590","May-17","Boeing 787-8","United Kingdom","Business","Seoul",NA,"London","Business Class",4,5,3,4,NA,3,3,"no"
"1591","May-17",NA,"United States","Business","Los Angeles",NA,"London","Business Class",3,1,3,2,1,4,3,"no"
"1592","May-17",NA,"United Kingdom","Solo Leisure","London Heathrow",NA,"Geneva","Economy Class",2,5,1,NA,NA,NA,1,"no"
"1593","Apr-17","Boeing 777","United Kingdom","Couple Leisure","Gatwick",NA,"Lima","Business Class",4,4,3,4,NA,2,4,"yes"
"1594","May-17","Airbus A320","United Kingdom","Business","London Heathrow",NA,"Santorini","Business Class",1,2,2,1,NA,NA,1,"no"
"1595","Apr-17","Airbus A320","United Kingdom","Solo Leisure","London Heathrow",NA,"Bilbao","Economy Class",3,3,4,NA,NA,NA,2,"no"
"1596","May-17",NA,"United Kingdom","Couple Leisure","Madeira",NA,"Gatwick","Economy Class",3,2,3,1,NA,NA,2,"no"
"1597","Apr-17",NA,"Indonesia","Business","Edinburgh",NA,"Gatwick","Economy Class",3,2,3,NA,NA,NA,3,"no"
"1598","May-17",NA,"United States","Family Leisure","Rome",NA,"London","Economy Class",1,1,1,NA,NA,NA,1,"no"
"1599","May-17","Boeing 787-9","Ireland","Solo Leisure","Kuala Lumpur",NA,"London","Economy Class",4,1,5,1,NA,5,4,"yes"
"1600","May-17","Boeing 787","Ireland","Solo Leisure","London",NA,"Kuala Lumpur","Economy Class",4,5,5,5,NA,5,5,"yes"
"1601","May-17","Boeing 747-400","United Kingdom","Business","London Heathrow",NA,"Miami","Business Class",2,4,1,1,NA,1,1,"no"
"1602","May-17","Airbus A321","Russian Federation","Solo Leisure","Moscow","London","Houston","Economy Class",3,3,3,3,NA,3,4,"yes"
"1603","Apr-17","Airbus A319","United Kingdom","Business","London",NA,"Brussels","Economy Class",3,4,4,NA,1,1,2,"no"
"1604","Apr-17",NA,"United Kingdom","Solo Leisure","London Heathrow",NA,"Las Vegas","Economy Class",1,1,3,3,NA,3,1,"no"
"1605","May-17","Boeing 747","United Kingdom","Couple Leisure","London",NA,"San Francisco","Economy Class",4,5,4,5,NA,4,4,"yes"
"1606","Dec-16",NA,"United Kingdom","Family Leisure","London",NA,"Reykjavik","Economy Class",NA,NA,1,NA,NA,NA,1,"no"
"1607","Apr-17","Airbus A321","Netherlands","Couple Leisure","Amsterdam","London","Tokyo","Economy Class",4,5,3,4,NA,4,4,"yes"
"1608","May-17","Boeing 777-200","United Kingdom","Couple Leisure","Antigua",NA,"Gatwick","Business Class",3,2,4,2,NA,2,3,"no"
"1609","May-17",NA,"United Kingdom","Business","London",NA,"Amsterdam","Economy Class",4,4,1,4,NA,NA,3,"no"
"1610","May-17","Boeing 777-200","United Kingdom","Family Leisure","Orlando",NA,"Gatwick","Economy Class",5,5,5,5,NA,3,5,"yes"
"1611","Apr-17",NA,"United Kingdom","Business","London",NA,"Hong Kong","Economy Class",NA,NA,1,NA,NA,NA,1,"no"
"1612","May-17","Boeing 777","United Kingdom","Solo Leisure","London",NA,"Toronto","Premium Economy",4,5,4,4,NA,NA,4,"yes"
"1613","May-17",NA,"Mexico","Business","Mexico City","London","Copenhagen","Business Class",3,2,4,2,NA,1,5,"yes"
"1614","May-17","Boeing 787","Italy","Business","London",NA,"Santiago de Chile","Business Class",3,4,3,2,NA,4,3,"no"
"1615","Feb-17","Airbus A320","United Kingdom","Business","Gatwick",NA,"Amsterdam","Economy Class",3,5,1,3,NA,NA,2,"no"
"1616","Apr-17","Boeing 767","United Kingdom","Couple Leisure","London Heathrow",NA,"Nice","Economy Class",1,2,4,1,NA,NA,1,"no"
"1617","May-17",NA,"United States","Solo Leisure","Athens",NA,"London","Economy Class",3,3,3,1,NA,2,2,"no"
"1618","Apr-17","Boeing 747-400","United Kingdom","Couple Leisure","London",NA,"Cape Town","Economy Class",1,1,4,1,NA,3,1,"no"
"1619","May-17","Airbus A320","United Kingdom","Couple Leisure","London Heathrow",NA,"Berlin Tegel","Business Class",4,5,5,5,NA,NA,5,"yes"
"1620","May-17","Boeing 777","United Kingdom","Couple Leisure","Rio de Janeiro",NA,"London","Premium Economy",1,1,1,1,NA,1,1,"no"
"1621","May-17","Airbus A320","United Kingdom","Business","London",NA,"Edinburgh","Economy Class",2,1,1,NA,NA,NA,1,"no"
"1622","May-17",NA,"Canada","Couple Leisure","New York JFK",NA,"London","Economy Class",1,1,1,1,NA,NA,1,"no"
"1623","Apr-17","Boeing 777-300","United Kingdom","Couple Leisure","Gatwick",NA,"Antigua","Business Class",4,4,4,3,NA,1,4,"yes"
"1624","May-17","Airbus A320","United Kingdom","Business","Berlin Tegel",NA,"London","Business Class",3,5,4,3,1,2,4,"yes"
"1625","May-17","Embraer","United Kingdom","Solo Leisure","London City",NA,"Bergerac","Economy Class",3,4,3,3,NA,NA,4,"no"
"1626","May-17",NA,"United Kingdom","Business","Manchester",NA,"Billund","Economy Class",5,5,5,5,NA,3,5,"yes"
"1627","Apr-17","Boeing 777","United Kingdom","Business","London Heathrow",NA,"Bangkok","Premium Economy",2,1,3,1,NA,2,2,"no"
"1628","Apr-17",NA,"United Kingdom","Business","Funchal","Heathrow","Edinburgh","Business Class",2,1,1,1,NA,NA,3,"no"
"1629","Apr-17","Airbus A380","United Kingdom","Couple Leisure","London Heathrow",NA,"Miami","First Class",4,5,5,3,NA,4,5,"no"
"1630","May-17","Airbus A380","United Kingdom","Business","Singapore",NA,"London Heathrow","Economy Class",3,4,5,3,NA,4,4,"yes"
"1631","Mar-17","Airbus A320","United Kingdom","Solo Leisure","Nice",NA,"London Heathrow","Economy Class",1,1,1,1,NA,NA,1,"no"
"1632","Mar-17",NA,"United Kingdom","Family Leisure","London",NA,"Male","Economy Class",1,2,1,NA,NA,NA,1,"no"
"1633","May-17",NA,"United Kingdom","Solo Leisure","Rome",NA,"London Heathrow","Economy Class",1,1,1,NA,NA,NA,1,"no"
"1634","Apr-17","Airbus A320","United Kingdom","Family Leisure","Keflavik",NA,"London ","Economy Class",1,1,1,NA,NA,1,1,"no"
"1635","Apr-17","Boeing 747-400","United Kingdom","Couple Leisure","Glasgow","Heathrow","Chicago","Premium Economy",1,3,3,2,NA,1,1,"no"
"1636","May-17","Boeing 777-200","Bahrain","Business","Bahrain","London","Dublin","Business Class",NA,NA,1,NA,NA,NA,1,"no"
"1637","May-17","Airbus A319","United Kingdom","Solo Leisure","London",NA,"Edinburgh","Economy Class",3,1,4,1,NA,NA,1,"no"
"1638","Apr-17","Airbus A320","Slovakia","Solo Leisure","London Heathrow",NA,"Vienna","Economy Class",2,1,4,1,NA,NA,1,"no"
"1639","May-17","Boeing 777","United Kingdom","Couple Leisure","Hong Kong",NA,"London Heathrow","Economy Class",3,3,5,2,NA,3,3,"yes"
"1640","Apr-17","Airbus A320","United Kingdom","Couple Leisure","London Heathrow",NA,"Budapest","Economy Class",4,1,3,1,NA,NA,2,"no"
"1641","Apr-17","Boeing 767","Switzerland","Solo Leisure","Zürich",NA,"London","Economy Class",4,5,4,NA,NA,NA,4,"yes"
"1642","Aug-16",NA,"Ireland","Solo Leisure","Dublin",NA,"London","Business Class",1,3,2,1,NA,NA,1,"no"
"1643","Apr-17","Boeing 777-200","United Kingdom","Family Leisure","London Gatwick",NA,"Orlando","Economy Class",5,5,5,4,NA,4,5,"yes"
"1644","Apr-17","Airbus A321","United Kingdom","Couple Leisure","Aberdeen",NA,"London","Economy Class",3,2,3,1,NA,NA,1,"no"
"1645","Apr-17",NA,"United Kingdom","Business","London",NA,"Toronto","Premium Economy",3,2,1,1,NA,2,1,"no"
"1646","Apr-17","Airbus A380","Portugal","Family Leisure","London",NA,"Boston","Economy Class",5,5,4,5,NA,5,4,"yes"
"1647","Apr-17","Boeing 787-8","United Kingdom","Couple Leisure","Newark",NA,"London Heathrow","First Class",3,4,3,1,NA,2,3,"no"
"1648","Apr-17","Boeing 777-200","United Kingdom","Couple Leisure","London",NA,"Newark","First Class",3,4,4,2,NA,2,2,"no"
"1649","Apr-17","Airbus A320","United Kingdom","Couple Leisure","Pisa",NA,"Gatwick","Business Class",2,4,2,4,NA,NA,2,"no"
"1650","Feb-17","Airbus A380-800","United Kingdom","Couple Leisure","Heathrow",NA,"San Francisco","Economy Class",4,5,5,5,NA,5,5,"yes"
"1651","Apr-17",NA,"United Kingdom","Couple Leisure","Berlin",NA,"London","Economy Class",3,1,2,1,NA,NA,2,"no"
"1652","Apr-17","Airbus A319","United Kingdom","Couple Leisure","Gatwick",NA,"Pisa","Business Class",2,4,4,1,NA,NA,2,"no"
"1653","Apr-17",NA,"United Kingdom","Family Leisure","London Heathrow",NA,"Phoenix","Economy Class",4,3,3,1,NA,1,1,"no"
"1654","Apr-17","Boeing 777","United Kingdom","Couple Leisure","St Lucia",NA,"Gatwick","Business Class",5,5,5,5,NA,5,4,"yes"
"1655","Apr-17",NA,"Australia","Couple Leisure","London Heathrow",NA,"Bangkok","Business Class",4,4,3,4,3,3,4,"yes"
"1656","Apr-17","Airbus A380","United Kingdom","Couple Leisure","Singapore",NA,"London Heathrow","Economy Class",4,3,4,2,NA,3,3,"no"
"1657","Apr-17",NA,"United Kingdom","Business","London",NA,"Stockholm Arlanda","Economy Class",2,3,2,1,NA,NA,2,"no"
"1658","Mar-17","Boeing 777","United Kingdom","Solo Leisure","Bangkok",NA,"London Heathrow","Economy Class",3,3,2,1,1,1,1,"no"
"1659","Apr-17",NA,"United Kingdom","Solo Leisure","Istanbul",NA,"London","Economy Class",1,1,1,1,1,1,1,"no"
"1660","Mar-17","Boeing 787-8","United Kingdom","Business","London",NA,"Seoul","Economy Class",1,4,4,2,NA,3,2,"no"
"1661","Apr-17",NA,"United Kingdom","Business","Paris",NA,"London Heathrow","Economy Class",1,1,1,1,NA,1,1,"no"
"1662","Apr-17","Airbus A380","United States","Couple Leisure","Heathrow",NA,"San Francisco","Premium Economy",5,5,3,5,NA,4,5,"yes"
"1663","Apr-17","Boeing 777-300","Italy","Business","Buenos Aires",NA,"London","Business Class",2,4,4,3,NA,3,3,"no"
"1664","Apr-17","Airbus A319","United Kingdom","Couple Leisure","Gatwick",NA,"Pisa","Business Class",2,5,5,1,NA,NA,3,"no"
"1665","Apr-17",NA,"United Kingdom","Solo Leisure","London",NA,"Dubai","Economy Class",1,1,3,3,NA,3,3,"no"
"1666","Apr-17","Airbus A319","Germany","Business","Stuttgart",NA,"London","Economy Class",2,1,1,1,NA,NA,1,"no"
"1667","Mar-17","Airbus A319","United Kingdom","Family Leisure","Nice",NA,"Gatwick","Business Class",2,4,3,1,NA,NA,1,"no"
"1668","Apr-17","Boeing 777-200ER","United Kingdom","Solo Leisure","London Gatwick",NA,"Lima","Business Class",5,5,5,4,NA,3,4,"yes"
"1669","Apr-17","Boeing 777","Dominican Republic","Solo Leisure","Punta Cana",NA,"Gatwick","Business Class",1,1,4,1,NA,1,2,"no"
"1670","Apr-17","Boeing 777-200","United States","Family Leisure","London",NA,"Washington","Economy Class",3,4,3,1,1,3,3,"no"
"1671","Apr-17","Boeing 747-400","United States","Family Leisure","London",NA,"New York JFK","Economy Class",5,4,4,1,NA,4,4,"yes"
"1672","Apr-17","Airbus A320","United Kingdom","Solo Leisure","Malaga",NA,"Gatwick","Economy Class",2,1,5,2,NA,NA,1,"no"
"1673","Apr-17","Boeing 747-400","Norway","Couple Leisure","Stavanger","London","Las Vegas","Economy Class",4,4,5,3,NA,4,4,"yes"
"1674","Apr-17",NA,"United Kingdom","Solo Leisure","London",NA,"Moscow","Economy Class",1,3,2,1,1,5,1,"no"
"1675","Mar-17",NA,"Mexico","Business","Copenhagen","London","Mexico","Business Class",4,4,4,3,NA,3,5,"yes"
"1676","Apr-17","Airbus A320","United Kingdom","Business","Gatwick",NA,"Rome","Economy Class",2,3,3,1,NA,NA,2,"no"
"1677","Apr-17",NA,"Hong Kong","Solo Leisure","Prague",NA,"London","Economy Class",2,1,3,1,NA,NA,1,"no"
"1678","Apr-17","Airbus A320","United Kingdom","Business","London Heathrow",NA,"Istanbul","Business Class",1,1,1,1,1,1,3,"no"
"1679","Apr-17",NA,"United States","Solo Leisure","Paris Orly","London Heathrow","New York JFK","Economy Class",1,1,1,1,NA,3,2,"no"
"1680","Feb-17","Boeing 747-400","United Kingdom","Solo Leisure","Los Angeles",NA,"London Heathrow","Economy Class",1,3,3,1,NA,2,1,"no"
"1681","Apr-17","Airbus A321","United States","Business","London",NA,"Milan","Economy Class",4,1,1,1,NA,NA,1,"yes"
"1682","Apr-17",NA,"United Kingdom","Family Leisure","London",NA,"Nice","Economy Class",2,2,1,1,NA,1,1,"no"
"1683","Apr-17",NA,"United States","Solo Leisure","Baltimore","London","Nice","Economy Class",1,3,2,2,NA,1,2,"no"
"1684","Apr-17","Boeing 777","Bulgaria","Family Leisure","Sofia","London","Boston","Business Class",5,5,5,5,NA,4,5,"yes"
"1685","Mar-17","Boeing 777-300ER","China","Couple Leisure","Copenhagen","London","Hong Kong","Business Class",5,5,5,4,NA,5,5,"yes"
"1686","Apr-17",NA,"United Kingdom","Solo Leisure","London",NA,"Larnaca","Economy Class",3,2,3,1,1,1,1,"no"
"1687","Apr-17","Boeing 777","United Kingdom","Couple Leisure","London Gatwick",NA,"San Jose Costa Rica","Business Class",3,1,4,1,NA,NA,2,"no"
"1688","Apr-17",NA,"United States","Family Leisure","London Heathrow",NA,"New York JFK","Economy Class",1,2,1,1,1,3,1,"no"
"1689","Nov-16",NA,"United Kingdom","Couple Leisure","London",NA,"New Delhi","Economy Class",2,1,1,2,NA,5,2,"no"
"1690","Mar-17","Boeing 747","United Kingdom","Business","San Diego",NA,"London","Premium Economy",1,2,1,1,NA,1,1,"no"
"1691","Jan-17","Boeing 777-200","United Kingdom","Solo Leisure","Philadelphia","Heathrow","Edinburgh","Economy Class",2,4,5,2,NA,2,4,"no"
"1692","Mar-17","Boeing 747-400","United Kingdom","Business","London Heathrow",NA,"New York JFK","Business Class",2,3,2,1,NA,1,1,"no"
"1693","Nov-16",NA,"United Kingdom","Couple Leisure","London",NA,"Singapore","Business Class",1,1,1,1,1,1,1,"no"
"1694","Apr-17","Boeing 767","Australia","Couple Leisure","Rome",NA,"London","Business Class",1,4,1,4,1,1,3,"no"
"1695","Apr-17","Boeing 787-8","United Kingdom","Business","London",NA,"New Orleans","Economy Class",1,3,2,1,1,2,1,"no"
"1696","Mar-17","Airbus A319","United Kingdom","Couple Leisure","London Heathrow",NA,"Brussels","Business Class",3,5,4,4,NA,NA,3,"yes"
"1697","Mar-17","Airbus A380","United Kingdom","Business","Miami",NA,"London","Business Class",3,5,4,2,NA,4,2,"no"
"1698","Jan-17","Boeing 747","Germany","Business","Cape Town","London","Berlin","Premium Economy",3,5,3,1,NA,2,1,"no"
"1699","Apr-17","Airbus A320","United Kingdom","Couple Leisure","Marrakech",NA,"London Gatwick","Economy Class",3,1,3,1,NA,NA,3,"no"
